card_name
matoufeu 28 214
felinferno 29 214
tritox 30 214
malamandre 31 214
pierroteknik 32 214
carapuce 33 214
carabaffe 34 214
tortank gx 35 214
ptitard 36 214
ptitard 37 214
tetarte 38 214
tartard 39 214
tentacool 40 214
tentacruel 41 214
ramoloss 42 214
flagadoss 43 214
otaria 44 214
lamantine 45 214
krabby 46 214
krabboss 47 214
poissirene 48 214
poissoroy 49 214
kyurem 50 214
grenousse 51 214
croaporal 52 214
concombaffe 53 214
pikachu 54 214
raichu 55 214
limonde 56 214
dedenne gx 57 214
chrysapile 58 214
lucanon 59 214
zeraora 60 214
grotadmorv et grotadmorv d'alola gx 61 214
abo 62 214
arbok 63 214
nosferapti 64 214
nosferalto 65 214
nostenfer 66 214
fantominus 67 214
fantominus 68 214
spectrum 69 214
ectoplasma 70 214
soporifik 71 214
hypnomade 72 214
smogo 73 214
smogogo 74 214
mewtwo 75 214
mew 76 214
feuforeve 77 214
magireve 78 214
psystigri 79 214
mistigrix 80 214
marshadow 81 214
marshadow et mackogneur gx 82 214
sabelette 83 214
sablaireau 84 214
taupiqueur 85 214
triopikeur 86 214
racaillou 87 214
gravalanch 88 214
grolem 89 214
osselait 90 214
ossatueur 91 214
rhinocorne 92 214
rhinocorne 93 214
rhinoferos 94 214
rhinastoc 95 214
axoloto 96 214
maraiste 97 214
scorplane 98 214
scorvol 99 214
debugant 100 214
kapoera 101 214
riolu 102 214
demeteros 103 214
crabagarre 104 214
crabominable 105 214
ama ama 106 214
amphinobi et zoroark gx 107 214
cornebre 108 214
corboss gx 109 214
carvanha 110 214
sharpedo 111 214
spiritomb 112 214
mascaiman 113 214
mascaiman 114 214
escroco 115 214
crocorible 116 214
amphinobi 117 214
sepiatop 118 214
sepiatroce 119 214
lucario et melmetal gx 120 214
taupiqueur d'alola 121 214
triopikeur d'alola 122 214
galekid 123 214
galegon 124 214
galeking 125 214
lucario 126 214
genesect 127 214
meltan 128 214
melmetal 129 214
gardevoir et nymphali gx 130 214
melo 131 214
melofee 132 214
melodelfe 133 214
rondoudou 134 214
grodoudou 135 214
togepi 136 214
togetic 137 214
togekiss 138 214
doudouvet 139 214
farfaduvet gx 140 214
fluvetin 141 214
cocotine 142 214
rattata 143 214
rattatac 144 214
piafabec 145 214
rapasdepic 146 214
miaouss 147 214
persian 148 214
persian gx 149 214
doduo 150 214
dodrio 151 214
excelangue 152 214
coudlangue 153 214
porygon 154 214
porygon 155 214
porygon2 156 214
porygon z 157 214
ronflex 158 214
chaglam 159 214
chaffreux 160 214
ptiravi 161 214
pijako 162 214
bamboiselle gx 163 214
appel aux chimeres 164 214
pic qui pique 165 214
spray des evoluant z 166 214
pierre nuit 167 214
ile poussiere 168 214
radar electromagnetique 169 214
spinner d'energie 170 214
amulette feerique talent 171 214
amulette feerique electrique 172 214
cristal feu 173 214
exil de giovanni 174 214
exploration de leaf 175 214
jeannine 176 214
piege de koga 177 214
strategie de major bob 178 214
dojo des arts martiaux 179 214
barriere de metal renforce 180 214
molene 181 214
pokematos 3.0 182 214
centrale d'energie 183 214
defi de red 184 214
raphael chen 185 214
capuche furtive 186 214
boite surprise 187 214
kata sensei de l'ultra foret 188 214
soudeuse 189 214
energie triple acceleration 190 214
cancrelove et mouscoto gx 191 214
cancrelove et mouscoto gx 192 214
aeromite gx 193 214
reshiram et dracaufeu gx 194 214
dedenne gx 195 214
grotadmorv et grotadmorv d'alola gx 196 214
grotadmorv et grotadmorv d'alola gx 197 214
marshadow et mackogneur gx 198 214
marshadow et mackogneur gx 199 214
amphinobi et zoroark gx 200 214
amphinobi et zoroark gx 201 214
corboss gx 202 214
lucario et melmetal gx 203 214
gardevoir et nymphali gx 204 214
gardevoir et nymphali gx 205 214
farfaduvet gx 206 214
persian gx 207 214
bamboiselle gx 208 214
exploration de leaf 209 214
jeannine 210 214
piege de koga 211 214
molene 212 214
defi de red 213 214
soudeuse 214 214
cancrelove et mouscoto gx 215 214
aeromite gx 216 214
reshiram et dracaufeu gx 217 214
tortank gx 218 214
dedenne gx 219 214
grotadmorv et grotadmorv d'alola gx 220 214
marshadow et mackogneur gx 221 214
amphinobi et zoroark gx 222 214
corboss gx 223 214
lucario et melmetal gx 224 214
gardevoir et nymphali gx 225 214
farfaduvet gx 226 214
persian gx 227 214
bamboiselle gx 228 214
appel aux chimeres 229 214
radar electromagnetique 230 214
cristal feu 231 214
barriere de metal renforce 232 214
pokematos 3.0 233 214
energie triple acceleration 234 214
pharamp 1 147
arcanin 2 147
migalos 3 147
azumarill 4 147
joliflor 5 147
leuphorie 6 147
donphan 7 147
electrode 8 147
elekid 9 147
entei 10 147
mentali 11 147
noadkoko 12 147
noadkoko 13 147
demolosse 14 147
demolosse 15 147
hypnomade 16 147
cotovol 17 147
lippoutou 18 147
hyporoi 19 147
lanturn 20 147
lanturn 21 147
magneton 22 147
grotadmorv 23 147
nidoking 24 147
feunard 25 147
octillery 26 147
parasect 27 147
porygon2 28 147
colossinge 29 147
maraiste 30 147
galopa 31 147
cizayox 32 147
flagadoss 33 147
roigada 34 147
steelix 35 147
simularbre 36 147
suicune 37 147
tentacruel 38 147
togetic 39 147
tyranocif 40 147
noctali 41 147
empiflor 42 147
rafflesia 43 147
electhor 44 147
chetiflor 45 147
dodrio 46 147
lainergie 47 147
fouinar 48 147
ortide 49 147
akwakwak 50a
akwakwak 50b
caninos 51 147
magneti 52 147
marill 53 147
ossatueur 54 147
nidorino 55 147
ymphect 56 147
insecateur 57 147
hypocean 58 147
poissoroy 59 147
floravol 60 147
lippouti 61 147
mimigal 62 147
debugant 63 147
voltorbe 64 147
boustiflor 65 147
axoloto 66 147
capumain 67 147
chetiflor 68 147
leveinard 69 147
loupio 70 147
loupio 71 147
osselait 72 147
doduo 73 147
soporifik 74a
soporifik 74b
evoli 75 147
noeunoeuf 76 147
noeunoeuf 77 147
poissirene 78 147
tadmorv 79 147
caninos 80 147
tygnon 81 147
kapoera 82 147
granivol 83 147
hypotrempe 84 147
hypotrempe 85 147
malosse 86 147
malosse 87 147
kangourex 88 147
embrylex 89 147
excelangue 90 147
magneti 91 147
ferosinge 92 147
wattouat 93 147
ecremeuh 94 147
m. mime 95a
m. mime 95b
nidoran m 96 147
mystherbe 97 147
onix 98 147
paras 99 147
phanpy 100 147
scarabrute 101 147
ponyta 102 147
porygon 103a
porygon 103b
psykokwak 104 147
remoraid 105 147
insecateur 106 147
fouinette 107 147
ramoloss 108 147
queulorior 109 147
farfuret 110 147
mimigal 111 147
saquedeneu 112 147
tentacool 113 147
togepi 114 147
voltorbe 115 147
goupix 116 147
axoloto 117 147
foret de noigrumes 118 147
cube d'obscurite 01 119 147
echange d'energie 120 147
cube de combat 01 121 147
cube de feu 01 122 147
gardien de la foret 123 147
cube de plante 01 124 147
baie de soin 125 147
jongleur 126 147
cube electrik 01 127 147
baie de memoire 128 147
cube de metal 01 129 147
fan club pokemon 130 147
parc pokemon 131 147
cube psy 01 132 147
superviseur 133 147
super suppression d'energie 2 134 147
echarde temporelle 135 147
volontaires de la ville 136 147
representant de commerce 137 147
ruines sous marines 138 147
centrale d'energie 139 147
cube d'eau 01 140 147
garde faiblesse 141 147
energie obscurite 142 147
energie metal 143 147
energie multicolore 144 147
energie super 145 147
energie cristal 146 147
energie de distorsion 147 147
hyporoi 148 147
lugia 149 147
nidoking 150 147
pharamp h1 h32
arcanin h2 h32
migalos h3 h32
azumarill h4 h32
joliflor h5 h32
leuphorie h6 h32
electrode h7 h32
entei h8 h32
mentali h9 h32
noadkoko h10 h32
demolosse h11 h32
hypnomade h12 h32
cotovol h13 h32
hyporoi h14 h32
lanturn h15 h32
magneton h16 h32
grotadmorv h17 h32
nidoking h18 h32
feunard h19 h32
octillery h20 h32
cizayox h21 h32
roigada h22 h32
steelix h23 h32
simularbre h24 h32
suicune h25 h32
tentacruel h26 h32
togetic h27 h32
tyranocif h28 h32
noctali h29 h32
empiflor h30 h32
rafflesia h31 h32
electhor h32 h32
dardargnan v 1 189
voltorbe de hisui 2 189
electrode de hisui 3 189
insecateur 4 189
insecateur 5 189
yanma 6 189
yanmega 7 189
scarhino 8 189
crikzik 9 189
melokrik 10 189
apitrini 11 189
apireine 12 189
phyllali 13 189
shaymin 14 189
chlorobule 15 189
fragilady de hisui 16 189
fragilady de hisui v 17 189
fragilady de hisui vstar 18 189
brindibou 19 189
effleche 20 189
ponyta 21 189
galopa 22 189
hericendre 23 189
feurisson 24 189
heatran v 25 189
heatran vmax 26 189
heatran radieux 27 189
psykokwak 28 189
akwakwak 29 189
staross v 30 189
marcacrin 31 189
cochignon 32 189
mammochon 33 189
demanta 34 189
barloche 35 189
barbicha 36 189
regice 37 189
givrali 38 189
palkia forme originelle v 39 189
palkia forme originelle vstar 40 189
moustillon 41 189
mateloutre 42 189
bargantua de hisui 43 189
paragruel de hisui 44 189
keldeo 45 189
amphinobi radieux 46 189
grelacon 47 189
seracrawl de hisui 48 189
m. glaquette de galar v 49 189
luxray v 50 189
regieleki 51 189
typhlosion de hisui 52 189
typhlosion de hisui v 53 189
typhlosion de hisui vstar 54 189
togepi 55 189
togetic 56 189
togekiss 57 189
feuforeve 58 189
magireve 59 189
tarsal 60 189
kirlia 61 189
gallame 62 189
baudrive 63 189
grodrive 64 189
crehelf 65 189
crefollet 66 189
crefadet 67 189
diancie 68 189
cerbyllin 69 189
caninos de hisui 70 189
arcanin de hisui 71 189
mackogneur v 72 189
mackogneur vmax 73 189
simularbre 74 189
regirock 75 189
kranidos 76 189
charkos 77 189
lucario v 78 189
hippopotas 79 189
hippodocus 80 189
brutalibre radieux 81 189
archeduc de hisui 82 189
archeduc de hisui v 83 189
archeduc de hisui vstar 84 189
hachecateur 85 189
hachecateur 86 189
hachecateur v 87 189
qwilfish de hisui 88 189
qwilfish de hisui 89 189
qwilpik de hisui 90 189
qwilpik de hisui 91 189
farfuret de hisui 92 189
farfurex de hisui 93 189
farfurex de hisui v 94 189
medhyena 95 189
grahyena 96 189
absol 97 189
darkrai v 98 189
darkrai vstar 99 189
clamiral de hisui 100 189
clamiral de hisui v 101 189
clamiral de hisui vstar 102 189
goupilou 103 189
roublenard 104 189
magneti 105 189
magneton 106 189
magnezone 107 189
registeel 108 189
dinoclier 109 189
bastiodon 110 189
archeomire 111 189
archeodong 112 189
dialga forme originelle v 113 189
dialga forme originelle vstar 114 189
scalpion 115 189
scalproie 116 189
carchacrok v 117 189
regidrago 118 189
evoli 119 189
hoothoot 120 189
noarfang 121 189
teddiursa 122 189
ursaring 123 189
ursaking 124 189
cerfrousse 125 189
ecremeuh 126 189
chaglam 127 189
chaffreux 128 189
pijako 129 189
regigigas 130 189
furaiglon 131 189
gueriaigle de hisui 132 189
gouroutan v 133 189
cerbyllin v 134 189
adamantin 135 189
parfum inhibiteur 136 189
sica 137 189
selena 138 189
fortifiant obscur 139 189
loterie d'energie 140 189
plume ball 141 189
marais bouchebee 142 189
vitalite de flo 143 189
lino 144 189
piolet courageux 145 189
masse ball de hisui 146 189
nacchara 147 189
rusti cite 148 189
cormier 149 189
roxanne 150 189
curry epice aux piments 151 189
lunettes super efficaces 152 189
miel 153 189
chariot echange 154 189
temple de sinnoh 155 189
chaussures de randonnee 156 189
fossile inconnu 157 189
turbo patience 158 189
belila 159 189
dardargnan v 160 189
dardargnan v 161 189
fragilady de hisui v 162 189
fragilady de hisui v 163 189
viridium v 164 189
heatran v 165 189
staross v 166 189
palkia forme originelle v 167 189
luxray v 168 189
typhlosion de hisui v 169 189
jirachi v 170 189
mackogneur v 171 189
mackogneur v 172 189
archeduc de hisui v 173 189
farfurex de hisui v 174 189
farfurex de hisui v 175 189
clamiral de hisui v 176 189
dialga forme originelle v 177 189
carchacrok v 178 189
gouroutan v 179 189
cerbyllin v 180 189
adamantin 181 189
sica 182 189
selena 183 189
vitalite de flo 184 189
lino 185 189
nacchara 186 189
cormier 187 189
roxanne 188 189
belila 189 189
fragilady de hisui vstar 190 189
heatran vmax 191 189
palkia forme originelle vstar 192 189
typhlosion de hisui vstar 193 189
mackogneur vmax 194 189
archeduc de hisui vstar 195 189
hachecateur vstar 196 189
clamiral de hisui vstar 197 189
dialga forme originelle vstar 198 189
adamantin 199 189
sica 200 189
selena 201 189
vitalite de flo 202 189
lino 203 189
nacchara 204 189
cormier 205 189
roxanne 206 189
belila 207 189
palkia forme originelle vstar 208 189
clamiral de hisui vstar 209 189
dialga forme originelle vstar 210 189
ceinture choix 211 189
rusti cite 212 189
sentier blanche cime 213 189
temple de sinnoh 214 189
chaussures de randonee 215 189
energie double turbo 216 189
blizzaroi tg01 tg30
pomdrapi tg02 tg30
hyporoi tg03 tg30
beldeneige tg04 tg30
gardevoir tg05 tg30
cerbyllin tg06 tg30
hexadron tg07 tg30
hachecateur tg08 tg30
grahyena tg09 tg30
ixon de galar tg10 tg30
archeodong tg11 tg30
hoothoot tg12 tg30
staross v tg13 tg30
sylveroy cavalier du froid v tg14 tg30
sylveroy cavalier du froid vmax tg15 tg30
artikodin de galar v tg16 tg30
sylveroy cavalier d'effroi v tg17 tg30
sylveroy cavalier d'effroi vmax tg18 tg30
electhor de galar v tg19 tg30
sulfura de galar v tg20 tg30
zacian v tg21 tg30
zamazenta v tg22 tg30
carchacrok v tg23 tg30
alistair tg24 tg30
faiza tg25 tg30
lona tg26 tg30
percy tg27 tg30
peterson tg28 tg30
sylveroy cavalier du froid vmax tg29 tg30
sylveroy cavalier d'effroi vmax tg30 tg30
alakazam 1 130
tortank 2 130
leveinard 3 130
dracaufeu 4 130
melodelfe 5 130
melofee 6 130
leviator 7 130
tygnon 8 130
magneton 9 130
mewtwo 10 130
nidoking 11 130
nidoqueen 12 130
feunard 13 130
roucarnage 14 130
tartard 15 130
raichu 16 130
insecateur 17 130
florizarre 18 130
grodoudou 19 130
electhor 20 130
dardargnan 21 130
draco 22 130
triopikeur 23 130
elektek 24 130
electrode 25 130
kangourex 26 130
m. mime 27 130
roucoups 28 130
scarabrute 29 130
ronflex 30 130
aeromite 31 130
empiflor 32 130
arcanin 33 130
papilusion 34 130
reptincel 35 130
lamantine 36 130
dodrio 37 130
minidraco 38 130
noadkoko 39 130
canarticho 40 130
rapasdepic 41 130
caninos 42 130
spectrum 43 130
herbizarre 44 130
lippoutou 45 130
kadabra 46 130
coconfort 47 130
excelangue 48 130
machopeur 49 130
magicarpe 50 130
magmar 51 130
ossatueur 52 130
nidorina 53 130
nidorino 54 130
parasect 55 130
persian 56 130
tetarte 57 130
rattatac 58 130
rhinoferos 59 130
poissoroy 60 130
otaria 61 130
tauros 62 130
carabaffe 63 130
boustiflor 64 130
abra 65 130
chetiflor 66 130
bulbizarre 67 130
chenipan 68 130
salameche 69 130
osselait 70 130
taupiqueur 71 130
doduo 72 130
soporifik 73 130
noeunoeuf 74 130
fantominus 75 130
poissirene 76 130
rondoudou 77 130
machoc 78 130
magneti 79 130
miaouss 80 130
chrysacier 81 130
nidoran f 82 130
nidoran m 83 130
onix 84 130
paras 85 130
roucool 86 130
pikachu 87 130
ptitard 88 130
rattata 89 130
rhinocorne 90 130
sabelette 91 130
piafabec 92 130
carapuce 93 130
staross 94 130
stari 95 130
saquedeneu 96 130
mimitoss 97 130
voltorbe 98 130
goupix 99 130
aspicot 100 130
recherche informatique 101 130
faux professeur chen 102 130
recuperateur 103 130
fillette 104 130
eleveur de pokemon 105 130
marchand de pokemon 106 130
rappel 107 130
double suppression d'energie 108 130
defender 109 130
sauvegarde d'energie 110 130
guerison totale 111 130
entretien 112 130
pluspower 113 130
centre pokemon 114 130
pokedex 115 130
professeur chen 116 130
super potion 117 130
leo 118 130
suppression d'energie 119 130
rafale de vent 120 130
poke ball 121 130
potion 122 130
transfert 123 130
double energie incolore 124 130
energie combat 125 130
energie feu 126 130
energie plante 127 130
energie electrique 128 130
energie psy 129 130
energie eau 130 130
kyogre ex 1 42
groudon ex 2 42
arcko 3 42
massko 4 42
gobou 5 42
poussifeu 6 42
arcko 7 42
poussifeu 8 42
galifeu 9 42
gobou 10 42
flobio 11 42
pikachu 12 42
miaouss 13 42
latias 14 42
latios 15 42
arcko 16 42
poussifeu 17 42
gobou 18 42
chuchmur 19 42
ludicolo 20 42
jirachi 21 42
terhal 22 42
metang 23 42
eoko 24 42
libegon 25 42
vent tropical 26 42
raz de maree tropical 27 42
arene de championnat 28 42
celebi 29 42
suicune 30 42
sulfura ex 31 42
artikodin ex 32 42
electhor ex 33 42
typhlosion 34 42
pikachu d especes delta 35 42
raz de maree tropical 36 42
kyogre ex 37 42
groudon ex 38 42
rayquaza ex 39 42
mew 40 42
medaille de la victoire (printemps 2006 2007)   
medaille de la victoire (automne 2007 2008)   
noeunoeuf 1 108
noadkoko 2 108
chenipotte 3 108
armulys 4 108
charmillon 5 108
blindalys 6 108
papinox 7 108
papinox 8 108
ningale 9 108
ninjask 10 108
munja 11 108
tropius 12 108
victini 13 108
braisillon 14 108
flambusard 15 108
artikodin 16 108
artikodin 17 108
goelise 18 108
bekipan 19 108
pikachu 20 108
voltorbe 21 108
electrode 22 108
electhor 23 108
dynavolt 24 108
elecsprint 25 108
fulguris ex 26 108
natu 27 108
natu 28 108
xatu 29 108
polichombr 30 108
branette 31 108
branette 32 108
deoxys 33 108
gallame ex 34 108
mega gallame ex 35 108
scorplane 36 108
scorvol 37 108
opermine 38 108
brutalibre 39 108
absol 40 108
sepiatop 41 108
jirachi 42 108
togepi 43 108
togetic 44 108
togekiss 45 108
togekiss 46 108
strassie 47 108
trousselin 48 108
minidraco 49 108
draco 50 108
dracolosse 51 108
dracolosse 52 108
altaria 53 108
draby 54 108
draby 55 108
drackhaus 56 108
drattak 57 108
latios ex 58 108
mega latios ex 59 108
rayquaza ex 60 108
mega rayquaza ex 61 108
trioxhydre ex 62 108
reshiram 63 108
zekrom 64 108
piafabec 65 108
rapasdepic 66 108
miaouss 67 108
insolourdo 68 108
airmure 69 108
nirondelle 70 108
heledelle 71 108
heledelle 72 108
tylton 73 108
altaria 74 108
rayquaza ex 75 108
mega rayquaza ex 76 108
shaymin ex 77 108
poichigeon 78 108
colombeau 79 108
deflaisan 80 108
deflaisan 81 108
passerouge 82 108
lien spirituel gallame 83 108
foulard apaisant 84 108
lien spirituel latios 85 108
mega turbo 86 108
lien spirituel rayquaza 87 108
rappel 88 108
zone aerienne 89 108
pierre 90 108
echange 91 108
courrier du dresseur 92 108
hyper ball 93 108
timmy 94 108
loupe 95 108
alizee 96 108
double energie dragon 97 108
fulguris ex 98 108
gallame ex 99 108
mega gallame ex 100 108
latios ex 101 108
mega latios ex 102 108
trioxhydre ex 103 108
rayquaza ex 104 108
mega rayquaza ex 105 108
shaymin ex 106 108
timmy 107 108
alizee 108 108
echange d'energie 109 108
cherche vs 110 108
chenipan 1 192
chrysacier 2 192
papilusion 3 192
insecateur 4 192
caratroc 5 192
scarhino 6 192
nenupiot 7 192
lombre 8 192
ludicolo 9 192
arakdo 10 192
maskadra 11 192
blizzi 12 192
blizzaroi 13 192
brocelome 14 192
desseliande 15 192
larvibule 16 192
gorythmic v 17 192
gorythmic vmax 18 192
blancoton v 19 192
verpom 20 192
verpom 21 192
pomdrapi 22 192
dratatin 23 192
goupix 24 192
feunard 25 192
feunard v 26 192
caninos 27 192
arcanin 28 192
magmar 29 192
maganon 30 192
funecire 31 192
melancolux 32 192
lugulabre 33 192
aflamanoir 34 192
pyrobut v 35 192
pyrobut vmax 36 192
m. mime de galar 37 192
m. glaquette de galar 38 192
magicarpe 39 192
leviator 40 192
goelise 41 192
bekipan 42 192
milobellus v 43 192
tritonde 44 192
batracne 45 192
crapustule 46 192
darumarond de galar 47 192
darumacho de galar 48 192
lezargus v 49 192
lezargus vmax 50 192
nigosier 51 192
embrochet 52 192
hastacuda 53 192
bekaglacon 54 192
bekaglacon v 55 192
voltorbe 56 192
electrode 57 192
elektek 58 192
elekable 59 192
lixy 60 192
luxio 61 192
luxray 62 192
galvaran 63 192
iguolta 64 192
chrysapile 65 192
lucanon 66 192
fulgudog v 67 192
toxizap 68 192
salarsen 69 192
salarsen v 70 192
salarsen vmax 71 192
wattapik v 72 192
morpeko 73 192
melofee 74 192
melodelfe 75 192
natu 76 192
xatu 77 192
corayon de galar 78 192
corayome de galar 79 192
cryptero 80 192
bacabouh 81 192
trepassable 82 192
bibichut 83 192
chapotus 84 192
sorcilence 85 192
cremy 86 192
charmilly 87 192
wimessir 88 192
fantyrm 89 192
dispareptil 90 192
lanssorien 91 192
lanssorien v 92 192
lanssorien vmax 93 192
canarticho de galar 94 192
palarticho de galar 95 192
tarinor 96 192
meditikka 97 192
charmina 98 192
barloche 99 192
barbicha 100 192
tutafeh de galar 101 192
tutetekri de galar 102 192
opermine 103 192
golgopathe 104 192
charbi 105 192
wagomine 106 192
monthracite 107 192
dunaconda v 108 192
hexadron 109 192
hexadron v 110 192
dolman 111 192
smogo 112 192
smogogo de galar 113 192
moufouette 114 192
moufflair 115 192
spiritomb 116 192
miamiasme 117 192
miasmax 118 192
vostourno 119 192
vaututrice 120 192
sepiatroce v 121 192
sepiatroce vmax 122 192
grimalin 123 192
fourbelin 124 192
angoliath 125 192
miaouss de galar 126 192
berserkatt de galar 127 192
cizayox 128 192
archeomire 129 192
archeodong 130 192
tarinorme 131 192
fermite 132 192
monorpale 133 192
dimocles 134 192
exagide 135 192
pachyradjah v 136 192
pachyradjah vmax 137 192
duralugon 138 192
zacian 139 192
zamazenta 140 192
ronflex 141 192
pijako 142 192
poichigeon 143 192
colombeau 144 192
deflaisan 145 192
sapereau 146 192
excavarenne 147 192
brutalibre 148 192
nounourson 149 192
chelours 150 192
rongourmand 151 192
rongrigou 152 192
moumouflon v 153 192
ordres du boss giovanni 154 192
bandana brulant 155 192
grand seau 156 192
pelle maudite 157 192
guido 158 192
total soin 159 192
mine de galar 160 192
percy 161 192
pepite 162 192
liv 163 192
poke ball 164 192
epuisette de rappel 165 192
carolina 166 192
sonya 167 192
arrache outil 168 192
cour d'entrainement 169 192
stade de greenbury 170 192
energie capture 171 192
energie psy frayeur 172 192
energie electrique velocite 173 192
energie jumelee 174 192
gorythmic v 175 192
blancoton v 176 192
feunard v 177 192
pyrobut v 178 192
milobellus v 179 192
lezargus v 180 192
fulgudog v 181 192
salarsen v 182 192
lanssorien v 183 192
dunaconda v 184 192
hexadron v 185 192
sepiatroce v 186 192
pachyradjah v 187 192
moumouflon v 188 192
ordres du boss giovanni 189 192
percy 190 192
liv 191 192
sonya 192 192
gorythmic vmax 193 192
pyrobut vmax 194 192
lezargus vmax 195 192
salarsen vmax 196 192
lanssorien vmax 197 192
sepiatroce vmax 198 192
pachyradjah vmax 199 192
ordres du boss giovanni 200 192
percy 201 192
liv 202 192
sonya 203 192
beldeneige 204 192
berserkatt de galar 205 192
grande amulette 206 192
epuisette de rappel 207 192
arrache outil 208 192
energie jumelee 209 192
minidraco 1 20
minidraco 2 20
draco 3 20
draco 4 20
dracolosse 5 20
draby 6 20
drackhaus 7 20
drattak 8 20
latias 9 20
latios 10 20
rayquaza 11 20
coupenotte 12 20
coupenotte 13 20
incisache 14 20
incisache 15 20
tranchodon 16 20
drakkarmin 17 20
multi exp 18 20
ticket prioritaire 19 20
mega canne 20 20
kyurem 21 20
ho oh 1 25
reshiram 2 25
kyogre 3 25
palkia 4 25
