set_name,card_title,bloc_name
Astres Radieux,archeduc de hisui 82 189,Épée et Bouclier
Astres Radieux,archeduc de hisui v 83 189,Épée et Bouclier
Astres Radieux,archeduc de hisui vstar 84 189,Épée et Bouclier
Astres Radieux,hachecateur 85 189,Épée et Bouclier
Astres Radieux,hachecateur 86 189,Épée et Bouclier
Astres Radieux,hachecateur v 87 189,Épée et Bouclier
Astres Radieux,qwilfish de hisui 88 189,Épée et Bouclier
Astres Radieux,qwilfish de hisui 89 189,Épée et Bouclier
Astres Radieux,qwilpik de hisui 90 189,Épée et Bouclier
Astres Radieux,qwilpik de hisui 91 189,Épée et Bouclier
Astres Radieux,farfuret de hisui 92 189,Épée et Bouclier
Astres Radieux,farfurex de hisui 93 189,Épée et Bouclier
Astres Radieux,farfurex de hisui v 94 189,Épée et Bouclier
Astres Radieux,medhyena 95 189,Épée et Bouclier
Astres Radieux,grahyena 96 189,Épée et Bouclier
Astres Radieux,absol 97 189,Épée et Bouclier
Astres Radieux,darkrai v 98 189,Épée et Bouclier
Astres Radieux,darkrai vstar 99 189,Épée et Bouclier
Astres Radieux,clamiral de hisui 100 189,Épée et Bouclier
Astres Radieux,clamiral de hisui v 101 189,Épée et Bouclier
Astres Radieux,clamiral de hisui vstar 102 189,Épée et Bouclier
Astres Radieux,goupilou 103 189,Épée et Bouclier
Astres Radieux,roublenard 104 189,Épée et Bouclier
Astres Radieux,magneti 105 189,Épée et Bouclier
Astres Radieux,magneton 106 189,Épée et Bouclier
Astres Radieux,magnezone 107 189,Épée et Bouclier
Astres Radieux,registeel 108 189,Épée et Bouclier
Astres Radieux,dinoclier 109 189,Épée et Bouclier
Astres Radieux,bastiodon 110 189,Épée et Bouclier
Astres Radieux,archeomire 111 189,Épée et Bouclier
Astres Radieux,archeodong 112 189,Épée et Bouclier
Astres Radieux,dialga forme originelle v 113 189,Épée et Bouclier
Astres Radieux,dialga forme originelle vstar 114 189,Épée et Bouclier
Astres Radieux,scalpion 115 189,Épée et Bouclier
Astres Radieux,scalproie 116 189,Épée et Bouclier
Astres Radieux,carchacrok v 117 189,Épée et Bouclier
Astres Radieux,regidrago 118 189,Épée et Bouclier
Astres Radieux,evoli 119 189,Épée et Bouclier
Astres Radieux,hoothoot 120 189,Épée et Bouclier
Astres Radieux,noarfang 121 189,Épée et Bouclier
Astres Radieux,teddiursa 122 189,Épée et Bouclier
Astres Radieux,ursaring 123 189,Épée et Bouclier
Astres Radieux,ursaking 124 189,Épée et Bouclier
Astres Radieux,cerfrousse 125 189,Épée et Bouclier
Astres Radieux,ecremeuh 126 189,Épée et Bouclier
Astres Radieux,chaglam 127 189,Épée et Bouclier
Astres Radieux,chaffreux 128 189,Épée et Bouclier
Astres Radieux,pijako 129 189,Épée et Bouclier
Astres Radieux,regigigas 130 189,Épée et Bouclier
Astres Radieux,furaiglon 131 189,Épée et Bouclier
Astres Radieux,gueriaigle de hisui 132 189,Épée et Bouclier
Astres Radieux,gouroutan v 133 189,Épée et Bouclier
Astres Radieux,cerbyllin v 134 189,Épée et Bouclier
Astres Radieux,adamantin 135 189,Épée et Bouclier
Astres Radieux,parfum inhibiteur 136 189,Épée et Bouclier
Astres Radieux,sica 137 189,Épée et Bouclier
Astres Radieux,selena 138 189,Épée et Bouclier
Astres Radieux,fortifiant obscur 139 189,Épée et Bouclier
Astres Radieux,loterie d'energie 140 189,Épée et Bouclier
Astres Radieux,plume ball 141 189,Épée et Bouclier
Astres Radieux,marais bouchebee 142 189,Épée et Bouclier
Astres Radieux,vitalite de flo 143 189,Épée et Bouclier
Astres Radieux,lino 144 189,Épée et Bouclier
Astres Radieux,piolet courageux 145 189,Épée et Bouclier
Astres Radieux,masse ball de hisui 146 189,Épée et Bouclier
Astres Radieux,nacchara 147 189,Épée et Bouclier
Astres Radieux,rusti cite 148 189,Épée et Bouclier
Astres Radieux,cormier 149 189,Épée et Bouclier
Astres Radieux,roxanne 150 189,Épée et Bouclier
Astres Radieux,curry epice aux piments 151 189,Épée et Bouclier
Astres Radieux,lunettes super efficaces 152 189,Épée et Bouclier
Astres Radieux,miel 153 189,Épée et Bouclier
Astres Radieux,chariot echange 154 189,Épée et Bouclier
Astres Radieux,temple de sinnoh 155 189,Épée et Bouclier
Astres Radieux,chaussures de randonnee 156 189,Épée et Bouclier
Astres Radieux,fossile inconnu 157 189,Épée et Bouclier
Astres Radieux,turbo patience 158 189,Épée et Bouclier
Astres Radieux,belila 159 189,Épée et Bouclier
Astres Radieux,dardargnan v 160 189,Épée et Bouclier
Astres Radieux,dardargnan v 161 189,Épée et Bouclier
Astres Radieux,fragilady de hisui v 162 189,Épée et Bouclier
Astres Radieux,fragilady de hisui v 163 189,Épée et Bouclier
Astres Radieux,viridium v 164 189,Épée et Bouclier
Astres Radieux,heatran v 165 189,Épée et Bouclier
Astres Radieux,staross v 166 189,Épée et Bouclier
Astres Radieux,palkia forme originelle v 167 189,Épée et Bouclier
Astres Radieux,luxray v 168 189,Épée et Bouclier
Astres Radieux,typhlosion de hisui v 169 189,Épée et Bouclier
Astres Radieux,jirachi v 170 189,Épée et Bouclier
Astres Radieux,mackogneur v 171 189,Épée et Bouclier
Astres Radieux,mackogneur v 172 189,Épée et Bouclier
Astres Radieux,archeduc de hisui v 173 189,Épée et Bouclier
Astres Radieux,farfurex de hisui v 174 189,Épée et Bouclier
Astres Radieux,farfurex de hisui v 175 189,Épée et Bouclier
Astres Radieux,clamiral de hisui v 176 189,Épée et Bouclier
Astres Radieux,dialga forme originelle v 177 189,Épée et Bouclier
Astres Radieux,carchacrok v 178 189,Épée et Bouclier
Astres Radieux,gouroutan v 179 189,Épée et Bouclier
Astres Radieux,cerbyllin v 180 189,Épée et Bouclier
Astres Radieux,adamantin 181 189,Épée et Bouclier
Astres Radieux,sica 182 189,Épée et Bouclier
Astres Radieux,selena 183 189,Épée et Bouclier
Astres Radieux,vitalite de flo 184 189,Épée et Bouclier
Astres Radieux,lino 185 189,Épée et Bouclier
Astres Radieux,nacchara 186 189,Épée et Bouclier
Astres Radieux,cormier 187 189,Épée et Bouclier
Astres Radieux,roxanne 188 189,Épée et Bouclier
Astres Radieux,belila 189 189,Épée et Bouclier
Astres Radieux,fragilady de hisui vstar 190 189,Épée et Bouclier
Astres Radieux,heatran vmax 191 189,Épée et Bouclier
Astres Radieux,palkia forme originelle vstar 192 189,Épée et Bouclier
Astres Radieux,typhlosion de hisui vstar 193 189,Épée et Bouclier
Astres Radieux,mackogneur vmax 194 189,Épée et Bouclier
Astres Radieux,archeduc de hisui vstar 195 189,Épée et Bouclier
Astres Radieux,hachecateur vstar 196 189,Épée et Bouclier
Astres Radieux,clamiral de hisui vstar 197 189,Épée et Bouclier
Astres Radieux,dialga forme originelle vstar 198 189,Épée et Bouclier
Astres Radieux,adamantin 199 189,Épée et Bouclier
Astres Radieux,sica 200 189,Épée et Bouclier
Astres Radieux,selena 201 189,Épée et Bouclier
Astres Radieux,vitalite de flo 202 189,Épée et Bouclier
Astres Radieux,lino 203 189,Épée et Bouclier
Astres Radieux,nacchara 204 189,Épée et Bouclier
Astres Radieux,cormier 205 189,Épée et Bouclier
Astres Radieux,roxanne 206 189,Épée et Bouclier
Astres Radieux,belila 207 189,Épée et Bouclier
Astres Radieux,palkia forme originelle vstar 208 189,Épée et Bouclier
Astres Radieux,clamiral de hisui vstar 209 189,Épée et Bouclier
Astres Radieux,dialga forme originelle vstar 210 189,Épée et Bouclier
Astres Radieux,ceinture choix 211 189,Épée et Bouclier
Astres Radieux,rusti cite 212 189,Épée et Bouclier
Astres Radieux,sentier blanche cime 213 189,Épée et Bouclier
Astres Radieux,temple de sinnoh 214 189,Épée et Bouclier
Astres Radieux,chaussures de randonee 215 189,Épée et Bouclier
Astres Radieux,energie double turbo 216 189,Épée et Bouclier
Astres Radieux,blizzaroi tg01 tg30,Épée et Bouclier
Astres Radieux,pomdrapi tg02 tg30,Épée et Bouclier
Astres Radieux,hyporoi tg03 tg30,Épée et Bouclier
Astres Radieux,beldeneige tg04 tg30,Épée et Bouclier
Astres Radieux,gardevoir tg05 tg30,Épée et Bouclier
Astres Radieux,cerbyllin tg06 tg30,Épée et Bouclier
Astres Radieux,hexadron tg07 tg30,Épée et Bouclier
Astres Radieux,hachecateur tg08 tg30,Épée et Bouclier
Astres Radieux,grahyena tg09 tg30,Épée et Bouclier
Astres Radieux,ixon de galar tg10 tg30,Épée et Bouclier
Astres Radieux,archeodong tg11 tg30,Épée et Bouclier
Astres Radieux,hoothoot tg12 tg30,Épée et Bouclier
Astres Radieux,staross v tg13 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier du froid v tg14 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier du froid vmax tg15 tg30,Épée et Bouclier
Astres Radieux,artikodin de galar v tg16 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier d'effroi v tg17 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier d'effroi vmax tg18 tg30,Épée et Bouclier
Astres Radieux,electhor de galar v tg19 tg30,Épée et Bouclier
Astres Radieux,sulfura de galar v tg20 tg30,Épée et Bouclier
Astres Radieux,zacian v tg21 tg30,Épée et Bouclier
Astres Radieux,zamazenta v tg22 tg30,Épée et Bouclier
Astres Radieux,carchacrok v tg23 tg30,Épée et Bouclier
Astres Radieux,alistair tg24 tg30,Épée et Bouclier
Astres Radieux,faiza tg25 tg30,Épée et Bouclier
Astres Radieux,lona tg26 tg30,Épée et Bouclier
Astres Radieux,percy tg27 tg30,Épée et Bouclier
Astres Radieux,peterson tg28 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier du froid vmax tg29 tg30,Épée et Bouclier
Astres Radieux,sylveroy cavalier d'effroi vmax tg30 tg30,Épée et Bouclier
Clash des Rebelles,chenipan 1 192,Épée et Bouclier
Clash des Rebelles,chrysacier 2 192,Épée et Bouclier
Clash des Rebelles,papilusion 3 192,Épée et Bouclier
Clash des Rebelles,insecateur 4 192,Épée et Bouclier
Clash des Rebelles,caratroc 5 192,Épée et Bouclier
Clash des Rebelles,scarhino 6 192,Épée et Bouclier
Clash des Rebelles,nenupiot 7 192,Épée et Bouclier
Clash des Rebelles,lombre 8 192,Épée et Bouclier
Clash des Rebelles,ludicolo 9 192,Épée et Bouclier
Clash des Rebelles,arakdo 10 192,Épée et Bouclier
Clash des Rebelles,maskadra 11 192,Épée et Bouclier
Clash des Rebelles,blizzi 12 192,Épée et Bouclier
Clash des Rebelles,blizzaroi 13 192,Épée et Bouclier
Clash des Rebelles,brocelome 14 192,Épée et Bouclier
Clash des Rebelles,desseliande 15 192,Épée et Bouclier
Clash des Rebelles,larvibule 16 192,Épée et Bouclier
Clash des Rebelles,gorythmic v 17 192,Épée et Bouclier
Clash des Rebelles,gorythmic vmax 18 192,Épée et Bouclier
Clash des Rebelles,blancoton v 19 192,Épée et Bouclier
Clash des Rebelles,verpom 20 192,Épée et Bouclier
Clash des Rebelles,verpom 21 192,Épée et Bouclier
Clash des Rebelles,pomdrapi 22 192,Épée et Bouclier
Clash des Rebelles,dratatin 23 192,Épée et Bouclier
Clash des Rebelles,goupix 24 192,Épée et Bouclier
Clash des Rebelles,feunard 25 192,Épée et Bouclier
Clash des Rebelles,feunard v 26 192,Épée et Bouclier
Clash des Rebelles,caninos 27 192,Épée et Bouclier
Clash des Rebelles,arcanin 28 192,Épée et Bouclier
Clash des Rebelles,magmar 29 192,Épée et Bouclier
Clash des Rebelles,maganon 30 192,Épée et Bouclier
Clash des Rebelles,funecire 31 192,Épée et Bouclier
Clash des Rebelles,melancolux 32 192,Épée et Bouclier
Clash des Rebelles,lugulabre 33 192,Épée et Bouclier
Clash des Rebelles,aflamanoir 34 192,Épée et Bouclier
Clash des Rebelles,pyrobut v 35 192,Épée et Bouclier
Clash des Rebelles,pyrobut vmax 36 192,Épée et Bouclier
Clash des Rebelles,m. mime de galar 37 192,Épée et Bouclier
Clash des Rebelles,m. glaquette de galar 38 192,Épée et Bouclier
Clash des Rebelles,magicarpe 39 192,Épée et Bouclier
Clash des Rebelles,leviator 40 192,Épée et Bouclier
Clash des Rebelles,goelise 41 192,Épée et Bouclier
Clash des Rebelles,bekipan 42 192,Épée et Bouclier
Clash des Rebelles,milobellus v 43 192,Épée et Bouclier
Clash des Rebelles,tritonde 44 192,Épée et Bouclier
Clash des Rebelles,batracne 45 192,Épée et Bouclier
Clash des Rebelles,crapustule 46 192,Épée et Bouclier
Clash des Rebelles,darumarond de galar 47 192,Épée et Bouclier
Clash des Rebelles,darumacho de galar 48 192,Épée et Bouclier
Clash des Rebelles,lezargus v 49 192,Épée et Bouclier
Clash des Rebelles,lezargus vmax 50 192,Épée et Bouclier
Clash des Rebelles,nigosier 51 192,Épée et Bouclier
Clash des Rebelles,embrochet 52 192,Épée et Bouclier
Clash des Rebelles,hastacuda 53 192,Épée et Bouclier
Clash des Rebelles,bekaglacon 54 192,Épée et Bouclier
Clash des Rebelles,bekaglacon v 55 192,Épée et Bouclier
Clash des Rebelles,voltorbe 56 192,Épée et Bouclier
Clash des Rebelles,electrode 57 192,Épée et Bouclier
Clash des Rebelles,elektek 58 192,Épée et Bouclier
Clash des Rebelles,elekable 59 192,Épée et Bouclier
Clash des Rebelles,lixy 60 192,Épée et Bouclier
Clash des Rebelles,luxio 61 192,Épée et Bouclier
Clash des Rebelles,luxray 62 192,Épée et Bouclier
Clash des Rebelles,galvaran 63 192,Épée et Bouclier
Clash des Rebelles,iguolta 64 192,Épée et Bouclier
Clash des Rebelles,chrysapile 65 192,Épée et Bouclier
Clash des Rebelles,lucanon 66 192,Épée et Bouclier
Clash des Rebelles,fulgudog v 67 192,Épée et Bouclier
Clash des Rebelles,toxizap 68 192,Épée et Bouclier
Clash des Rebelles,salarsen 69 192,Épée et Bouclier
Clash des Rebelles,salarsen v 70 192,Épée et Bouclier
Clash des Rebelles,salarsen vmax 71 192,Épée et Bouclier
Clash des Rebelles,wattapik v 72 192,Épée et Bouclier
Clash des Rebelles,morpeko 73 192,Épée et Bouclier
Clash des Rebelles,melofee 74 192,Épée et Bouclier
Clash des Rebelles,melodelfe 75 192,Épée et Bouclier
Clash des Rebelles,natu 76 192,Épée et Bouclier
Clash des Rebelles,xatu 77 192,Épée et Bouclier
Clash des Rebelles,corayon de galar 78 192,Épée et Bouclier
