set_name,card_name,release_date,cards_count,bloc_name
151,chenipan 172 165,22/09/2023,207,Écarlate et Violet
151,pikachu 173 165,22/09/2023,207,Écarlate et Violet
151,nidoking 174 165,22/09/2023,207,Écarlate et Violet
151,psykokwak 175 165,22/09/2023,207,Écarlate et Violet
151,tetarte 176 165,22/09/2023,207,Écarlate et Violet
151,machopeur 177 165,22/09/2023,207,Écarlate et Violet
151,saquedeneu 178 165,22/09/2023,207,Écarlate et Violet
151,m. mime 179 165,22/09/2023,207,Écarlate et Violet
151,amonita 180 165,22/09/2023,207,Écarlate et Violet
151,draco 181 165,22/09/2023,207,Écarlate et Violet
151,florizarre ex 182 165,22/09/2023,207,Écarlate et Violet
151,dracaufeu ex 183 165,22/09/2023,207,Écarlate et Violet
151,tortank ex 184 165,22/09/2023,207,Écarlate et Violet
151,arbok ex 185 165,22/09/2023,207,Écarlate et Violet
151,feunard ex 186 165,22/09/2023,207,Écarlate et Violet
151,grodoudou ex 187 165,22/09/2023,207,Écarlate et Violet
151,alakazam ex 188 165,22/09/2023,207,Écarlate et Violet
151,grolem ex 189 165,22/09/2023,207,Écarlate et Violet
151,kangourex ex 190 165,22/09/2023,207,Écarlate et Violet
151,lippoutou ex 191 165,22/09/2023,207,Écarlate et Violet
151,electhor ex 192 165,22/09/2023,207,Écarlate et Violet
151,mew ex 193 165,22/09/2023,207,Écarlate et Violet
151,transfert de leo 194 165,22/09/2023,207,Écarlate et Violet
151,aide de nina 195 165,22/09/2023,207,Écarlate et Violet
151,invitation d'erika 196 165,22/09/2023,207,Écarlate et Violet
151,charisme de giovanni 197 165,22/09/2023,207,Écarlate et Violet
151,florizarre ex 198 165,22/09/2023,207,Écarlate et Violet
151,dracaufeu ex 199 165,22/09/2023,207,Écarlate et Violet
151,tortank ex 200 165,22/09/2023,207,Écarlate et Violet
151,alakazam ex 201 165,22/09/2023,207,Écarlate et Violet
151,electhor ex 202 165,22/09/2023,207,Écarlate et Violet
151,invitation d'erika 203 165,22/09/2023,207,Écarlate et Violet
151,charisme de giovanni 204 165,22/09/2023,207,Écarlate et Violet
151,mew ex 205 165,22/09/2023,207,Écarlate et Violet
151,echange 206 165,22/09/2023,207,Écarlate et Violet
151,energie psy de base 207 165,22/09/2023,207,Écarlate et Violet
Alliance Infaillible,cancrelove et mouscoto gx 1 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chenipan 2 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chrysacier 3 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,papilusion 4 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mystherbe 5 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mystherbe 6 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ortide 7 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rafflesia 8 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mimitoss 9 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mimitoss 10 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,aeromite 11 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,aeromite gx 12 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chetiflor 13 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,boustiflor 14 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,empiflor 15 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,saquedeneu 16 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,bouldeneu 17 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,larvibule 18 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,katagami 19 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,reshiram et dracaufeu gx 20 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,caninos 21 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,arcanin 22 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,darumarond 23 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,darumacho 24 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,volcanion 25 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,flamiaou 26 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,flamiaou 27 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,matoufeu 28 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,felinferno 29 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tritox 30 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,malamandre 31 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pierroteknik 32 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,carapuce 33 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,carabaffe 34 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tortank gx 35 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ptitard 36 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ptitard 37 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tetarte 38 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tartard 39 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tentacool 40 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,tentacruel 41 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ramoloss 42 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,flagadoss 43 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,otaria 44 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,lamantine 45 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,krabby 46 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,krabboss 47 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,poissirene 48 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,poissoroy 49 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,kyurem 50 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grenousse 51 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,croaporal 52 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,concombaffe 53 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pikachu 54 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,raichu 55 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,limonde 56 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,dedenne gx 57 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chrysapile 58 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,lucanon 59 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,zeraora 60 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grotadmorv et grotadmorv d'alola gx 61 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,abo 62 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,arbok 63 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,nosferapti 64 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,nosferalto 65 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,nostenfer 66 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,fantominus 67 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,fantominus 68 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,spectrum 69 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ectoplasma 70 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,soporifik 71 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,hypnomade 72 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,smogo 73 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,smogogo 74 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mewtwo 75 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mew 76 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,feuforeve 77 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,magireve 78 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,psystigri 79 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mistigrix 80 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,marshadow 81 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,marshadow et mackogneur gx 82 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,sabelette 83 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,sablaireau 84 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,taupiqueur 85 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,triopikeur 86 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,racaillou 87 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,gravalanch 88 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grolem 89 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,osselait 90 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ossatueur 91 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rhinocorne 92 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rhinocorne 93 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rhinoferos 94 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rhinastoc 95 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,axoloto 96 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,maraiste 97 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,scorplane 98 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,scorvol 99 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,debugant 100 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,kapoera 101 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,riolu 102 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,demeteros 103 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,crabagarre 104 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,crabominable 105 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ama ama 106 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,amphinobi et zoroark gx 107 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,cornebre 108 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,corboss gx 109 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,carvanha 110 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,sharpedo 111 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,spiritomb 112 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mascaiman 113 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,mascaiman 114 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,escroco 115 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,crocorible 116 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,amphinobi 117 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,sepiatop 118 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,sepiatroce 119 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,lucario et melmetal gx 120 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,taupiqueur d'alola 121 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,triopikeur d'alola 122 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,galekid 123 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,galegon 124 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,galeking 125 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,lucario 126 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,genesect 127 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,meltan 128 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,melmetal 129 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,gardevoir et nymphali gx 130 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,melo 131 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,melofee 132 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,melodelfe 133 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rondoudou 134 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grodoudou 135 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,togepi 136 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,togetic 137 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,togekiss 138 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,doudouvet 139 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,farfaduvet gx 140 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,fluvetin 141 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,cocotine 142 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rattata 143 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rattatac 144 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,piafabec 145 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,rapasdepic 146 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,miaouss 147 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,persian 148 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,persian gx 149 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,doduo 150 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,dodrio 151 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,excelangue 152 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,coudlangue 153 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,porygon 154 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,porygon 155 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,porygon2 156 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,porygon z 157 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ronflex 158 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chaglam 159 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,chaffreux 160 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ptiravi 161 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pijako 162 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,bamboiselle gx 163 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,appel aux chimeres 164 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pic qui pique 165 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,spray des evoluant z 166 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pierre nuit 167 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,ile poussiere 168 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,radar electromagnetique 169 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,spinner d'energie 170 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,amulette feerique talent 171 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,amulette feerique electrique 172 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,cristal feu 173 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,exil de giovanni 174 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,exploration de leaf 175 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,jeannine 176 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,piege de koga 177 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,strategie de major bob 178 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,dojo des arts martiaux 179 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,barriere de metal renforce 180 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,molene 181 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,pokematos 3.0 182 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,centrale d'energie 183 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,defi de red 184 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,raphael chen 185 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,capuche furtive 186 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,boite surprise 187 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,kata sensei de l'ultra foret 188 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,soudeuse 189 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,energie triple acceleration 190 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,cancrelove et mouscoto gx 191 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,cancrelove et mouscoto gx 192 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,aeromite gx 193 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,reshiram et dracaufeu gx 194 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,dedenne gx 195 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grotadmorv et grotadmorv d'alola gx 196 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,grotadmorv et grotadmorv d'alola gx 197 214,03/05/2019,234,Soleil et Lune
Alliance Infaillible,marshadow et mackogneur gx 198 214,03/05/2019,234,Soleil et Lune
